38400
H	1200
D4	400
D#4	390
H	10
D#4	1100
H	100
G4	400
F4	400
D4	400
A#3	400
D#4	2400
D#4	2300
H	100
H	1200
D4	400
D#4	390
H	10
D#4	1100
H	100
G4	400
F4	400
D4	400
A#3	400
C4	2400
C4	2300
H	100
H	1200
G3	400
G#3	400
G4	1100
H	100
C5	400
A#4	400
G#4	400
F4	350
H	50
F4	400
G4	350
H	50
G4	2400
G4	2300
H	100
H	1200
D4	400
D#4	390
H	10
D#4	1100
H	100
G4	400
F4	400
D4	400
A#3	400
D#4	2400
F4	2300
H	100
